timestamp,open,high,low,close,volume
2024-06-01 01:13:00,67984.01,68031.43,67945.72,68000.6,9.236
2024-06-01 01:14:00,68000.6,68026.58,67982.46,68009.17,24.662
2024-06-01 01:15:00,68009.17,68061.63,67955.62,67978.12,18.873
2024-06-01 01:16:00,67978.12,67989.59,67955.11,67985.56,13.937
2024-06-01 01:17:00,67985.56,68001.36,67963.48,67991.75,11.501
2024-06-01 01:18:00,67991.75,68037.24,67947.65,67983.19,10.046
2024-06-01 01:19:00,67983.19,68031.36,67953.99,67997.88,15.283
2024-06-01 01:20:00,67997.88,68003.33,67957.07,67996.52,19.77
2024-06-01 01:21:00,67996.52,68004.23,67971.54,67987.94,27.067
2024-06-01 01:22:00,67987.94,67999.12,67981.64,67988.72,7.772
2024-06-01 01:23:00,67988.72,68047.65,67979.46,67991.43,28.213
2024-06-01 01:24:00,67991.43,68014.18,67948.03,67963.54,10.91
2024-06-01 01:25:00,67963.54,68006.37,67948.49,67999.55,9.811
2024-06-01 01:26:00,67999.55,68039.74,67955.52,67982.54,15.104
2024-06-01 01:27:00,67982.54,68018.56,67966.06,67976.16,16.927
2024-06-01 01:28:00,67976.16,68021.11,67950.08,68005.11,12.567
2024-06-01 01:29:00,68005.11,68015.69,67953.91,68009.89,16.854
2024-06-01 01:30:00,68009.89,68058.99,67955.24,67973.47,17.985
2024-06-01 01:31:00,67973.47,68031.8,67942.4,67984.34,29.609
2024-06-01 01:32:00,67984.34,68043.6,67943.71,68015.39,25.185
2024-06-01 01:33:00,68015.39,68030.21,67980.51,68017.88,25.778
2024-06-01 01:34:00,68017.88,68056.54,68007.58,68040.38,25.397
2024-06-01 01:35:00,68040.38,68083.43,68023.73,68051.8,21.077
2024-06-01 01:36:00,68051.8,68090.71,68015.27,68017.77,21.964
2024-06-01 01:37:00,68017.77,68032.22,68006.78,68031.63,15.35
2024-06-01 01:38:00,68031.63,68069.55,67981.19,68040.23,16.757
2024-06-01 01:39:00,68040.23,68057.12,68009.58,68025.39,12.59
2024-06-01 01:40:00,68025.39,68035.87,67979.31,68018.44,29.806
2024-06-01 01:41:00,68018.44,68030.69,67973.65,67974.5,7.595
2024-06-01 01:42:00,67974.5,68028.6,67963.27,68003.27,8.06
2024-06-01 01:43:00,68003.27,68032.76,67971.45,67998.38,6.002
2024-06-01 01:44:00,67998.38,68046.14,67945.66,67975.36,18.15
2024-06-01 01:45:00,67975.36,68034.15,67961.24,68012.69,28.63
2024-06-01 01:46:00,68012.69,68017.26,67988.26,67994.26,28.512
2024-06-01 01:47:00,67994.26,68046.12,67985.75,68019.48,20.098
2024-06-01 01:48:00,68019.48,68060.8,67971.66,67977.2,18.742
2024-06-01 01:49:00,67977.2,68030.29,67969.56,67984.22,6.006
2024-06-01 01:50:00,67984.22,68015.78,67949.8,67952.74,8.597
2024-06-01 01:51:00,67952.74,67959.99,67945.66,67949.83,22.384
2024-06-01 01:52:00,67949.83,67965.53,67930.28,67932.24,15.819
2024-06-01 01:53:00,67932.24,67945.04,67927.95,67935.32,5.296
2024-06-01 01:54:00,67935.32,67951.78,67913.42,67918.51,15.396
2024-06-01 01:55:00,67918.51,67921.38,67910.61,67911.72,13.176
2024-06-01 01:56:00,67911.72,67955.61,67906.17,67928.22,25.428
2024-06-01 01:57:00,67928.22,67945.03,67908.36,67911.84,20.826
2024-06-01 01:58:00,67911.84,67915.25,67869.67,67913.82,28.928
2024-06-01 01:59:00,67913.82,67944.5,67865.48,67943.33,23.241
2024-06-01 02:00:00,67943.33,67956.55,67940.11,67952.38,16.109
2024-06-01 02:01:00,67952.38,67967.35,67917.96,67930.09,23.93
2024-06-01 02:02:00,67930.09,67942.58,67929.43,67934.37,9.439
2024-06-01 02:03:00,67934.37,67961.45,67903.73,67943.19,20.489
2024-06-01 02:04:00,67943.19,67998.73,67927.41,67932.45,11.723
2024-06-01 02:05:00,67932.45,67946.18,67887.6,67913.77,7.829
2024-06-01 02:06:00,67913.77,67971.31,67864.56,67937.57,14.009
2024-06-01 02:07:00,67937.57,67960.89,67931.35,67938.92,12.112
2024-06-01 02:08:00,67938.92,67959.04,67905.99,67940.13,11.848
2024-06-01 02:09:00,67940.13,67991.33,67888.47,67899.06,20.855
2024-06-01 02:10:00,67899.06,67951.73,67879.25,67893.55,27.316
2024-06-01 02:11:00,67893.55,67914.3,67866.62,67871.92,19.014
2024-06-01 02:12:00,67871.92,67927.79,67859.27,67870.65,6.578
2024-06-01 02:13:00,67870.65,67907.89,67814.51,67852.77,24.596
2024-06-01 02:14:00,67852.77,67880.22,67820.84,67872.28,15.846
2024-06-01 02:15:00,67872.28,67883.58,67831.3,67833.32,24.855
2024-06-01 02:16:00,67833.32,67856.63,67774.04,67815.44,19.22
2024-06-01 02:17:00,67815.44,67868.48,67777.33,67858.56,10.57
2024-06-01 02:18:00,67858.56,67901.16,67804.51,67810.51,20.269
2024-06-01 02:19:00,67810.51,67846.92,67781.55,67814.47,13.404
2024-06-01 02:20:00,67814.47,67830.05,67793.77,67817.7,23.107
2024-06-01 02:21:00,67817.7,67871.2,67774.92,67812.57,9.168
2024-06-01 02:22:00,67812.57,67864.81,67801.13,67827.48,5.43
2024-06-01 02:23:00,67827.48,67872.23,67790.84,67815.91,29.663
2024-06-01 02:24:00,67815.91,67863.24,67807.75,67824.89,15.953
2024-06-01 02:25:00,67824.89,67840.7,67821.94,67823.59,7.091
2024-06-01 02:26:00,67823.59,67874.18,67766.29,67828.0,22.098
2024-06-01 02:27:00,67828.0,67853.84,67820.27,67840.57,9.695
2024-06-01 02:28:00,67840.57,67850.48,67803.96,67826.67,10.471
2024-06-01 02:29:00,67826.67,67843.2,67770.86,67821.16,10.224
2024-06-01 02:30:00,67821.16,67876.58,67785.79,67853.77,7.991
2024-06-01 02:31:00,67853.77,67894.24,67813.73,67862.18,7.709
2024-06-01 02:32:00,67862.18,67911.42,67816.89,67879.48,18.402
2024-06-01 02:33:00,67879.48,67936.26,67831.44,67921.16,14.767
2024-06-01 02:34:00,67921.16,67941.36,67908.78,67924.64,16.816
2024-06-01 02:35:00,67924.64,67962.95,67906.99,67926.57,8.983
2024-06-01 02:36:00,67926.57,67982.59,67905.45,67938.01,23.049
2024-06-01 02:37:00,67938.01,67964.37,67889.64,67937.2,18.966
2024-06-01 02:38:00,67937.2,67985.77,67878.89,67984.94,22.891
2024-06-01 02:39:00,67984.94,68037.04,67956.48,68031.0,22.97
2024-06-01 02:40:00,68031.0,68065.21,68018.94,68063.41,23.073
2024-06-01 02:41:00,68063.41,68064.82,68046.2,68059.31,23.77
2024-06-01 02:42:00,68059.31,68067.01,68038.02,68062.4,29.423
2024-06-01 02:43:00,68062.4,68107.43,68020.99,68057.49,6.635
2024-06-01 02:44:00,68057.49,68102.41,68000.88,68092.66,12.206
2024-06-01 02:45:00,68092.66,68104.43,68044.7,68048.52,26.425
2024-06-01 02:46:00,68048.52,68094.05,68045.32,68085.01,27.87
2024-06-01 02:47:00,68085.01,68141.26,68083.19,68102.81,29.928
2024-06-01 02:48:00,68102.81,68141.78,68074.01,68120.05,14.077
2024-06-01 02:49:00,68120.05,68127.92,68067.92,68102.77,7.009
2024-06-01 02:50:00,68102.77,68115.16,68101.75,68113.98,13.05
2024-06-01 02:51:00,68113.98,68135.89,68076.04,68119.58,18.156
2024-06-01 02:52:00,68119.58,68164.71,68096.66,68145.04,14.426
2024-06-01 02:53:00,68145.04,68169.06,68115.37,68168.11,21.607
2024-06-01 02:54:00,68168.11,68168.23,68144.4,68157.8,19.875
2024-06-01 02:55:00,68157.8,68162.82,68098.05,68161.27,5.238
2024-06-01 02:56:00,68161.27,68219.58,68136.53,68147.02,13.555
2024-06-01 02:57:00,68147.02,68166.64,68109.83,68115.03,29.036
2024-06-01 02:58:00,68115.03,68123.79,68101.54,68121.97,17.692
2024-06-01 02:59:00,68121.97,68174.79,68098.01,68105.33,15.931
2024-06-01 03:00:00,68105.33,68131.54,68096.57,68119.39,18.897
2024-06-01 03:01:00,68119.39,68173.91,68063.99,68145.44,24.583
2024-06-01 03:02:00,68145.44,68167.93,68130.16,68165.32,5.634
2024-06-01 03:03:00,68165.32,68200.07,68160.46,68164.82,15.687
2024-06-01 03:04:00,68164.82,68166.3,68142.65,68148.9,16.005
2024-06-01 03:05:00,68148.9,68178.17,68113.42,68166.44,8.982
2024-06-01 03:06:00,68166.44,68220.04,68129.67,68208.82,14.321
2024-06-01 03:07:00,68208.82,68257.44,68178.7,68255.31,28.551
2024-06-01 03:08:00,68255.31,68265.89,68216.71,68265.16,9.569
2024-06-01 03:09:00,68265.16,68298.76,68205.97,68215.01,9.896
2024-06-01 03:10:00,68215.01,68219.79,68174.15,68212.73,21.703
2024-06-01 03:11:00,68212.73,68260.49,68207.49,68221.26,16.907
2024-06-01 03:12:00,68221.26,68229.77,68172.45,68182.92,24.877
2024-06-01 03:13:00,68182.92,68214.99,68181.54,68213.48,5.339
2024-06-01 03:14:00,68213.48,68269.88,68158.18,68231.32,23.977
2024-06-01 03:15:00,68231.32,68253.87,68179.21,68252.41,5.614
2024-06-01 03:16:00,68252.41,68301.06,68195.27,68273.49,27.833
2024-06-01 03:17:00,68273.49,68328.19,68253.95,68312.94,27.705
2024-06-01 03:18:00,68312.94,68318.49,68288.06,68293.63,12.436
2024-06-01 03:19:00,68293.63,68352.09,68286.28,68324.16,18.651
2024-06-01 03:20:00,68324.16,68341.85,68319.15,68329.91,28.643
2024-06-01 03:21:00,68329.91,68339.52,68309.59,68329.62,10.486
2024-06-01 03:22:00,68329.62,68331.81,68274.72,68279.88,16.041
2024-06-01 03:23:00,68279.88,68305.14,68276.08,68299.94,26.598
2024-06-01 03:24:00,68299.94,68352.43,68266.85,68274.83,6.158
2024-06-01 03:25:00,68274.83,68298.66,68240.66,68284.41,13.909
2024-06-01 03:26:00,68284.41,68325.05,68228.85,68270.14,6.188
2024-06-01 03:27:00,68270.14,68315.57,68245.77,68280.79,18.188
2024-06-01 03:28:00,68280.79,68295.78,68238.0,68251.4,21.898
2024-06-01 03:29:00,68251.4,68278.01,68206.21,68263.07,26.895
2024-06-01 03:30:00,68263.07,68293.74,68231.25,68289.16,18.066
2024-06-01 03:31:00,68289.16,68343.28,68287.74,68294.55,5.601
2024-06-01 03:32:00,68294.55,68312.39,68250.79,68259.33,20.668
2024-06-01 03:33:00,68259.33,68298.05,68224.71,68264.89,29.621
2024-06-01 03:34:00,68264.89,68301.6,68212.16,68229.59,9.022
2024-06-01 03:35:00,68229.59,68264.57,68199.06,68202.5,26.986
2024-06-01 03:36:00,68202.5,68215.31,68162.62,68176.35,24.49
2024-06-01 03:37:00,68176.35,68204.87,68172.97,68200.97,28.163
2024-06-01 03:38:00,68200.97,68206.28,68197.06,68206.06,23.027
2024-06-01 03:39:00,68206.06,68264.01,68154.51,68165.34,24.727
2024-06-01 03:40:00,68165.34,68190.05,68142.96,68178.97,5.156
2024-06-01 03:41:00,68178.97,68233.42,68122.35,68190.22,19.496
2024-06-01 03:42:00,68190.22,68243.73,68142.42,68197.56,29.123
2024-06-01 03:43:00,68197.56,68239.49,68168.25,68228.4,10.966
2024-06-01 03:44:00,68228.4,68278.75,68219.33,68251.94,13.954
2024-06-01 03:45:00,68251.94,68295.19,68250.56,68263.34,21.006
2024-06-01 03:46:00,68263.34,68283.96,68227.69,68262.24,22.643
2024-06-01 03:47:00,68262.24,68288.71,68223.35,68248.11,5.684
2024-06-01 03:48:00,68248.11,68264.52,68205.99,68239.92,5.913
2024-06-01 03:49:00,68239.92,68262.79,68227.58,68253.37,11.233
2024-06-01 03:50:00,68253.37,68312.84,68220.68,68273.15,17.069
2024-06-01 03:51:00,68273.15,68304.67,68236.46,68302.84,6.03
2024-06-01 03:52:00,68302.84,68346.9,68294.44,68318.98,29.115
2024-06-01 03:53:00,68318.98,68346.13,68275.62,68311.63,19.171
2024-06-01 03:54:00,68311.63,68320.93,68252.58,68308.54,23.011
2024-06-01 03:55:00,68308.54,68333.94,68285.99,68309.51,21.436
2024-06-01 03:56:00,68309.51,68318.22,68298.06,68308.86,23.145
2024-06-01 03:57:00,68308.86,68362.25,68272.42,68337.29,27.347
2024-06-01 03:58:00,68337.29,68352.23,68312.35,68338.5,11.933
2024-06-01 03:59:00,68338.5,68343.66,68295.83,68310.19,25.306
2024-06-01 04:00:00,68310.19,68324.36,68305.03,68306.03,9.165
2024-06-01 04:01:00,68306.03,68338.6,68267.72,68268.76,22.799
2024-06-01 04:02:00,68268.76,68290.83,68240.25,68249.7,20.319
2024-06-01 04:03:00,68249.7,68289.09,68225.24,68264.22,23.243
2024-06-01 04:04:00,68264.22,68285.87,68206.7,68277.42,12.147
2024-06-01 04:05:00,68277.42,68318.53,68218.52,68228.57,22.114
2024-06-01 04:06:00,68228.57,68279.05,68170.29,68216.32,9.381
2024-06-01 04:07:00,68216.32,68231.53,68196.42,68229.44,23.894
2024-06-01 04:08:00,68229.44,68249.78,68178.89,68219.1,6.383
2024-06-01 04:09:00,68219.1,68248.13,68198.51,68227.67,9.533
2024-06-01 04:10:00,68227.67,68286.13,68179.45,68206.99,7.836
2024-06-01 04:11:00,68206.99,68215.16,68157.94,68204.85,21.041
2024-06-01 04:12:00,68204.85,68231.4,68157.63,68223.73,14.124
2024-06-01 04:13:00,68223.73,68267.82,68172.84,68230.04,27.827
2024-06-01 04:14:00,68230.04,68286.41,68176.24,68241.1,13.495
2024-06-01 04:15:00,68241.1,68291.22,68203.67,68259.06,8.176
2024-06-01 04:16:00,68259.06,68282.73,68227.2,68240.75,23.13
2024-06-01 04:17:00,68240.75,68293.32,68222.9,68274.63,13.76
2024-06-01 04:18:00,68274.63,68324.83,68229.39,68289.95,23.067
2024-06-01 04:19:00,68289.95,68301.72,68232.06,68248.95,11.698
2024-06-01 04:20:00,68248.95,68258.18,68220.4,68245.92,5.991
2024-06-01 04:21:00,68245.92,68273.23,68196.37,68265.88,11.312
2024-06-01 04:22:00,68265.88,68292.21,68260.78,68287.41,5.768
2024-06-01 04:23:00,68287.41,68309.37,68257.82,68308.63,13.906
2024-06-01 04:24:00,68308.63,68365.98,68297.93,68327.88,15.106
2024-06-01 04:25:00,68327.88,68347.52,68304.76,68346.69,10.346
2024-06-01 04:26:00,68346.69,68350.73,68322.93,68338.35,29.547
2024-06-01 04:27:00,68338.35,68338.74,68312.57,68335.44,27.161
2024-06-01 04:28:00,68335.44,68344.63,68281.25,68311.74,27.25
2024-06-01 04:29:00,68311.74,68339.6,68309.8,68314.46,20.175
2024-06-01 04:30:00,68314.46,68353.5,68309.18,68337.5,15.336
2024-06-01 04:31:00,68337.5,68381.94,68280.74,68325.34,15.261
2024-06-01 04:32:00,68325.34,68341.63,68314.5,68341.32,26.307
2024-06-01 04:33:00,68341.32,68361.91,68324.38,68353.03,24.631
2024-06-01 04:34:00,68353.03,68379.47,68331.89,68354.11,19.222
2024-06-01 04:35:00,68354.11,68406.7,68347.99,68396.4,17.751
2024-06-01 04:36:00,68396.4,68415.03,68370.35,68387.41,29.439
2024-06-01 04:37:00,68387.41,68389.49,68383.28,68387.7,16.062
2024-06-01 04:38:00,68387.7,68417.43,68331.29,68412.19,27.066
2024-06-01 04:39:00,68412.19,68422.44,68392.9,68413.46,24.729
2024-06-01 04:40:00,68413.46,68439.79,68370.51,68391.95,12.85
2024-06-01 04:41:00,68391.95,68446.43,68351.95,68420.91,7.832
2024-06-01 04:42:00,68420.91,68433.65,68418.62,68430.47,28.526
2024-06-01 04:43:00,68430.47,68441.25,68409.9,68424.34,29.561
2024-06-01 04:44:00,68424.34,68454.47,68388.9,68395.17,13.677
2024-06-01 04:45:00,68395.17,68426.6,68376.74,68382.27,28.939
2024-06-01 04:46:00,68382.27,68414.54,68330.45,68396.17,22.352
2024-06-01 04:47:00,68396.17,68406.96,68384.97,68387.0,16.825
2024-06-01 04:48:00,68387.0,68407.97,68385.92,68392.98,6.735
2024-06-01 04:49:00,68392.98,68424.16,68388.42,68389.09,10.517
2024-06-01 04:50:00,68389.09,68430.1,68369.4,68410.83,19.038
2024-06-01 04:51:00,68410.83,68416.36,68404.74,68407.54,22.463
2024-06-01 04:52:00,68407.54,68439.52,68364.21,68404.82,15.046
2024-06-01 04:53:00,68404.82,68457.95,68394.43,68418.87,8.136
2024-06-01 04:54:00,68418.87,68432.69,68393.02,68412.62,24.027
2024-06-01 04:55:00,68412.62,68455.72,68376.78,68419.45,13.995
2024-06-01 04:56:00,68419.45,68471.88,68390.27,68402.28,27.869
2024-06-01 04:57:00,68402.28,68418.85,68361.91,68382.56,21.337
2024-06-01 04:58:00,68382.56,68408.46,68333.26,68369.31,8.162
2024-06-01 04:59:00,68369.31,68428.34,68356.5,68396.44,11.416
2024-06-01 05:00:00,68396.44,68440.4,68382.57,68383.9,8.878
2024-06-01 05:01:00,68383.9,68441.59,68362.11,68429.45,15.476
2024-06-01 05:02:00,68429.45,68484.31,68428.22,68470.27,29.108
2024-06-01 05:03:00,68470.27,68497.49,68436.93,68464.07,25.666
2024-06-01 05:04:00,68464.07,68513.01,68462.07,68496.21,9.701
2024-06-01 05:05:00,68496.21,68498.87,68443.24,68471.82,20.407
2024-06-01 05:06:00,68471.82,68519.2,68429.25,68511.23,27.452
2024-06-01 05:07:00,68511.23,68544.96,68478.37,68498.7,22.512
2024-06-01 05:08:00,68498.7,68519.22,68490.47,68517.49,24.434
2024-06-01 05:09:00,68517.49,68541.83,68495.89,68540.68,27.165
2024-06-01 05:10:00,68540.68,68559.28,68534.71,68551.7,25.298
2024-06-01 05:11:00,68551.7,68571.34,68550.53,68567.51,8.096
2024-06-01 05:12:00,68567.51,68616.47,68542.73,68570.24,8.219
2024-06-01 05:13:00,68570.24,68629.42,68558.82,68615.15,11.079
2024-06-01 05:14:00,68615.15,68660.64,68591.71,68605.43,7.213
2024-06-01 05:15:00,68605.43,68609.35,68557.41,68565.07,5.751
2024-06-01 05:16:00,68565.07,68565.19,68534.94,68548.3,17.279
2024-06-01 05:17:00,68548.3,68575.87,68523.7,68568.87,27.938
2024-06-01 05:18:00,68568.87,68571.93,68548.28,68564.87,10.139
2024-06-01 05:19:00,68564.87,68599.93,68528.99,68595.78,22.997
2024-06-01 05:20:00,68595.78,68616.68,68551.02,68564.97,20.786
2024-06-01 05:21:00,68564.97,68574.54,68519.31,68530.58,13.005
2024-06-01 05:22:00,68530.58,68536.76,68524.93,68533.52,14.977
2024-06-01 05:23:00,68533.52,68551.88,68485.86,68492.7,25.348
2024-06-01 05:24:00,68492.7,68517.7,68491.99,68506.58,12.476
2024-06-01 05:25:00,68506.58,68522.05,68505.33,68515.16,7.832
2024-06-01 05:26:00,68515.16,68569.73,68496.14,68504.45,22.308
2024-06-01 05:27:00,68504.45,68523.89,68452.46,68453.09,10.553
2024-06-01 05:28:00,68453.09,68494.29,68414.0,68458.11,16.302
2024-06-01 05:29:00,68458.11,68512.63,68438.75,68474.41,20.143
2024-06-01 05:30:00,68474.41,68533.13,68426.37,68492.53,16.658
2024-06-01 05:31:00,68492.53,68518.32,68462.38,68474.0,29.147
2024-06-01 05:32:00,68474.0,68485.1,68422.54,68459.58,9.949
2024-06-01 05:33:00,68459.58,68471.43,68423.81,68439.81,29.794
2024-06-01 05:34:00,68439.81,68494.62,68424.42,68448.93,18.1
2024-06-01 05:35:00,68448.93,68481.81,68433.66,68472.21,18.493
2024-06-01 05:36:00,68472.21,68493.79,68444.62,68465.39,17.945
2024-06-01 05:37:00,68465.39,68511.82,68420.77,68496.01,23.816
2024-06-01 05:38:00,68496.01,68518.19,68441.91,68474.98,6.833
2024-06-01 05:39:00,68474.98,68523.03,68436.98,68454.99,12.714
2024-06-01 05:40:00,68454.99,68475.31,68450.44,68455.66,24.414
2024-06-01 05:41:00,68455.66,68515.07,68400.83,68444.09,15.654
2024-06-01 05:42:00,68444.09,68487.72,68438.09,68464.6,6.538
2024-06-01 05:43:00,68464.6,68516.45,68464.51,68490.41,22.761
2024-06-01 05:44:00,68490.41,68531.19,68436.75,68521.77,17.414
2024-06-01 05:45:00,68521.77,68552.05,68495.35,68538.0,21.415
2024-06-01 05:46:00,68538.0,68540.02,68518.34,68522.53,25.523
2024-06-01 05:47:00,68522.53,68559.86,68500.15,68516.25,25.564
2024-06-01 05:48:00,68516.25,68548.56,68468.65,68496.88,8.034
2024-06-01 05:49:00,68496.88,68546.72,68439.42,68455.12,26.098
2024-06-01 05:50:00,68455.12,68505.09,68425.61,68434.86,26.478
2024-06-01 05:51:00,68434.86,68454.55,68410.08,68440.9,10.809
2024-06-01 05:52:00,68440.9,68490.51,68416.24,68448.94,27.069
2024-06-01 05:53:00,68448.94,68453.12,68400.98,68416.49,14.125
2024-06-01 05:54:00,68416.49,68420.28,68409.24,68415.7,21.961
2024-06-01 05:55:00,68415.7,68455.29,68411.66,68426.17,7.14
2024-06-01 05:56:00,68426.17,68481.3,68376.12,68418.49,8.214
2024-06-01 05:57:00,68418.49,68442.01,68411.95,68431.89,23.925
2024-06-01 05:58:00,68431.89,68440.93,68422.25,68429.78,16.067
2024-06-01 05:59:00,68429.78,68437.13,68391.73,68423.27,17.253
2024-06-01 06:00:00,68423.27,68456.87,68385.82,68408.63,13.527
2024-06-01 06:01:00,68408.63,68452.4,68364.49,68402.43,27.382
2024-06-01 06:02:00,68402.43,68459.49,68371.06,68444.46,22.82
2024-06-01 06:03:00,68444.46,68491.9,68405.25,68450.03,17.103
2024-06-01 06:04:00,68450.03,68465.13,68404.38,68454.04,9.139
2024-06-01 06:05:00,68454.04,68480.1,68417.49,68440.53,12.342
2024-06-01 06:06:00,68440.53,68497.44,68405.24,68456.18,24.349
2024-06-01 06:07:00,68456.18,68494.71,68399.91,68464.9,12.405
2024-06-01 06:08:00,68464.9,68475.81,68436.81,68450.71,28.122
2024-06-01 06:09:00,68450.71,68461.69,68409.66,68436.53,11.654
2024-06-01 06:10:00,68436.53,68494.62,68416.82,68471.61,8.222
2024-06-01 06:11:00,68471.61,68522.75,68461.29,68461.34,16.307
2024-06-01 06:12:00,68461.34,68497.15,68419.77,68422.46,7.617
2024-06-01 06:13:00,68422.46,68450.98,68416.2,68419.29,26.295
2024-06-01 06:14:00,68419.29,68422.62,68367.68,68383.31,19.441
2024-06-01 06:15:00,68383.31,68401.22,68343.94,68376.24,26.165
2024-06-01 06:16:00,68376.24,68426.95,68345.96,68401.56,17.567
